"","who_retweet","who_post"
"7993","Bordercrim","guardian"
"7994","mosabbir","guardian"
"7995","bunchofguys","guardian"
"7996","8s","guardian"
"7997","ccpecheanu","guardian"
"7998","ward_stephen","guardian"
"7999","MarijusPetruson","guardian"
"8000","T_Fretton","guardian"
"8001","ImmgtnAdviceSvc","guardian"
"8002","Naemmaa","guardian"
"8003","sjplep","guardian"
"8004","ErikPetersen","guardian"
"8005","jretis","guardian"
"8006","mamapanda58","guardian"
"8007","DearDaveandNick","guardian"
"8008","Rayfuz","guardian"
"8009","NewEuropeans","guardian"
"8010","fifiharoon","guardian"
"8011","evanoconnell","guardian"
"8012","Hozwoldian","guardian"
"8013","FirstNightArt","guardian"
"8014","TopTVCameraman","guardian"
"8015","DIFNigeria","guardian"
"8016","The_UK_Migrant","guardian"
"8017","The_UK_Migrant","guardian"
"8018","Bordercrim","guardian"
"8019","M_Irchenhauser","guardian"
"8020","SCPHRP","guardian"
"8021","bibi_castro","guardian"
"8022","tutticontenti","guardian"
"8023","mosabbir","guardian"
"8024","suethorney","guardian"
"8025","AjrMac","guardian"
"8026","greg_jenner","guardian"
"8027","Mancman10","guardian"
"8028","davidaslindsay","guardian"
"8029","directphoto","guardian"
"8030","shainshapiro","guardian"
"8031","Viv_Savage_CFC","guardian"
"8032","2014Europarl","guardian"
"8033","ereennasir","guardian"
"8034","MigrantChildren","guardian"
"8035","ideas4thefuture","guardian"
"8036","michaelalaubs","guardian"
"8037","jack_self","guardian"
"8038","CllrAlanDean","guardian"
"8039","APPGMigration","guardian"
"8040","gibbonape","guardian"
"8041","matthewnewton75","guardian"
"8042","dravazed","guardian"
"8043","TravisBickle54","guardian"
"8044","DearsonWinyard","guardian"
"8045","ligomersall","guardian"
"8046","UKVisaSolicitor","guardian"
"8047","hansonphoto","guardian"
"8048","Bridget79696639","guardian"
"8049","OnlyOneIssue","guardian"
"8050","Frances_Coppola","guardian"
"8051","UKVisaSolicitor","guardian"
"8052","AlanJohnson35","guardian"
"8053","UKVisaSolicitor","guardian"
"8054","deaepleicester","guardian"
"8055","TurnbullRuther","guardian"
"8056","Cochis3","guardian"
"8057","bluesky73","guardian"
"8058","AbsterMB","guardian"
"8059","arunbudhathoki","guardian"
"8060","FluffyFacedFool","guardian"
"8061","DearDaveandNick","guardian"
"8062","Hephaestus7","guardian"
"8063","ntesicodwyer","guardian"
"8064","JeremySare","guardian"
"8065","msHamadani","guardian"
"8066","KailashChandOBE","guardian"
"8067","JCWInews","guardian"
"8068","JDHoare","guardian"
"8069","ScotsIndy","guardian"
"8070","InkyBorgo","guardian"
"8071","paulstpancras","guardian"
"8072","the_mcquade","guardian"
"8073","cllrakhan","guardian"
"8074","sugarloaf147","guardian"
"8075","oxfordgirl","guardian"
"8076","HurshJoshi","guardian"
"8077","jonathanfryer","guardian"
"8078","msHamadani","guardian"
"8079","julijuxtaposed","guardian"
"8080","AnitaBellows12","guardian"
"8081","spsot","guardian"
"8082","StopIllatosut","guardian"
"8083","daisy_spring","guardian"
"8084","tariq_najeeb","guardian"
"8085","Fancymec","guardian"
"8086","CreativeAspie","guardian"
"8087","lightacandleOTM","guardian"
"8088","Resurgamblog","guardian"
"8089","MaximManchester","guardian"
"8090","Bordercrim","guardian"
"8091","glyn1977","guardian"
"8092","ideas4thefuture","guardian"
"8093","Safadreamer","guardian"
"8094","sam4wong","guardian"
"8095","JRSEurope","guardian"
"8096","RobMellowship","guardian"
"8097","IanDavidMcHugh","guardian"
"8098","bijugovind","guardian"
"8099","bencorde","guardian"
"8100","susansviews","guardian"
"8101","Rayfuz","guardian"
"8102","DavidGustave","guardian"
"8103","Laura_220392","guardian"
"8104","ColinYeo1","guardian"
"8105","davemorland","guardian"
"8106","prfrancesca","guardian"
"8107","adampipe","guardian"
"8108","_Syriana_","guardian"
"8109","sianglaessner","guardian"
"8110","JonSward","guardian"
"8111","bernicecarrick","guardian"
"8112","godwinfan","guardian"
"8113","privcyfree","guardian"
"8114","labour52rose","guardian"
"8115","GTurculet","guardian"
"8116","Safadreamer","guardian"
"8117","Ad_Matt","guardian"
"8118","Papos29","guardian"
"8119","PARRY1956","guardian"
"8120","ladybie11","guardian"
"8121","Linnielin87","guardian"
"8122","Quickieleaks","guardian"
"8123","UkImmigMagazine","guardian"
"8124","Opendiscussion","guardian"
"8125","beready4change","guardian"
"8126","jamiejkerr","guardian"
"8127","jane_fieldsend","guardian"
"8128","ProfRaviBarn","guardian"
"8129","Michaelacbenson","guardian"
"8130","Federica_Caso","guardian"
"8131","ligomersall","guardian"
"8132","TahirMirza01","guardian"
"8133","JohnABrookes","guardian"
"8134","positiveimagep","guardian"
"8135","katoykatoy","guardian"
"8136","drzoeballantyne","guardian"
"8137","luiciolfi","guardian"
"8138","mamapanda58","guardian"
"8139","worldofhiglet","guardian"
"8140","Rayfuz","guardian"
"8141","danhurlbut","guardian"
"8142","glomtadze","guardian"
"8143","CICOldBoy","guardian"
"8144","RamseAli","guardian"
"8145","Tom_Gregory","guardian"
"8146","danwibg","guardian"
"8147","toddogroats","guardian"
"8148","Visa_help","guardian"
"8149","ag_tn21","guardian"
"8150","myworryisreal","guardian"
"8151","TomJamesScott","guardian"
"8152","munaeem","guardian"
"8153","nicolapolloni","guardian"
"8154","Annairarorua13","guardian"
"8155","ideas4thefuture","guardian"
"8156","JohnWreford","guardian"
"8157","torysmasher","guardian"
"8158","con_agius","guardian"
"8159","StepUpLearn","guardian"
"8160","njbarmstrong","guardian"
"8161","Pniemenmaa","guardian"
"8162","imthenicenurse","guardian"
"8163","PhilippeAbeille","guardian"
"8164","TherapeuticHom","guardian"
"8165","leeomar","guardian"
"8166","balihar","guardian"
"8167","DebtFree_UK","guardian"
"8168","louiedadawg","guardian"
"8169","Tabacaria","guardian"
"8170","BrubeckNo2","guardian"
"8171","HowVeryRobbie","guardian"
"8172","ShepardMasocha","guardian"
"8173","Devi636","guardian"
"8174","counterfireorg","guardian"
"8175","The_UK_Migrant","guardian"
"8176","Mo09","guardian"
"8177","alanmills405","guardian"
"8178","HarrietAW","guardian"
"8179","MarkRounding","guardian"
"8180","roxbox2","guardian"
"8181","aristotle_k","guardian"
"8182","kate_tea","guardian"
"8183","wordsworkout","guardian"
"8184","intervenepro","guardian"
"8185","MichelVeuthey","guardian"
"8186","cfpdx","guardian"
"8187","BoryanaDz","guardian"
"8188","RunnymedeTrust","guardian"
"8189","greg_jenner","guardian"
"8190","Georgenecs","guardian"
"8191","kass1433","guardian"
"8192","ImmgtnAdviceSvc","guardian"
"8193","osamois","guardian"
"8194","Camz99","guardian"
"8195","DaniellaLock","guardian"
"8196","MichaelCoeUK","guardian"
"8197","Lydgatepriest","guardian"
"8198","sashasimic","guardian"
"8199","WilkieTong","guardian"
"8200","ElisaMih","guardian"
"8201","syriano100","guardian"
"8202","HaveYou_Read_It","guardian"
"8203","Euroaddict","guardian"
"8204","Derfel163","guardian"
"8205","HughKDavid","guardian"
"8206","nshar9","guardian"
"8207","douglasvilela","guardian"
"8208","nipclaw","guardian"
"8209","RichardBlaber","guardian"
"8210","PasiAhonen","guardian"
"8211","Westengland","guardian"
"8212","oheavensakes","guardian"
"8213","Venkatram_T","guardian"
"8214","HajiIhassan","guardian"
"8215","FELDart","guardian"
"8216","Newbloke","guardian"
"8217","see_sanctuary","guardian"
"8218","Bordercrim","guardian"
"8219","Davidbush","guardian"
"8220","Petit_Darwin","guardian"
"8221","michaelrtye","guardian"
"8222","RupertTheswarm","guardian"
"8223","IbnChaudry","guardian"
"8224","DeanMThomson","guardian"
"8225","mrsallennumber2","guardian"
"8226","maggienelmes","guardian"
"8227","hanriseagainst","guardian"
"8228","torysmasher","guardian"
"8229","Wonkypolicywonk","guardian"
"8230","KirstenDownie1","guardian"
"8231","Camz99","guardian"
"8232","ouiouiel","guardian"
"8233","OurOwnFuture","guardian"
"8234","adampipe","guardian"
"8235","Paras_London","guardian"
"8236","PlaidGlyndwr","guardian"
"8237","MartinShovel","guardian"
"8238","Zaedlo","guardian"
"8239","mang0ez","guardian"
"8240","jayaprakash_av","guardian"
"8241","sashasimic","guardian"
"8242","PARRY1956","guardian"
"8243","ligomersall","guardian"
"8244","kmnewey","guardian"
"8245","hgthorp","guardian"
"8246","violetavajda","guardian"
"8247","Fintalloneword","guardian"
"8248","APPGMigration","guardian"
"8249","Bordercrim","guardian"
"8250","JulianPetley","guardian"
"8251","Robfm","guardian"
"8252","MalcolmABerry","guardian"
"8253","PeterSioen","guardian"
"8254","Australia_21","guardian"
"8255","Bordercrim","guardian"
"8256","GPHEBY","guardian"
"8257","TurnbullRuther","guardian"
"8258","I_am_a_Leo","guardian"
"8259","JohnReid16","guardian"
"8260","Bordercrim","guardian"
"8261","hare_brain","guardian"
"8262","sarmadakhan","guardian"
"8263","HLEThinkTank","guardian"
"8264","rebeccaicarter","guardian"
"8265","MigrantVoiceUK","guardian"
"8266","Bordercrim","guardian"
"8267","Bordercrim","guardian"
"8268","AKohl","guardian"
"8269","azucenavaldesll","guardian"
"8270","Rayfuz","guardian"
"8271","phpress","guardian"
"8272","carllygo","guardian"
"8273","khanasada","guardian"
"8274","UkImmigMagazine","guardian"
"8275","rightsnet","guardian"
"8276","michaelgrr","guardian"
"8277","Pkakooza","guardian"
"8278","diassolicitors","guardian"
"8279","UKVisaSolicitor","guardian"
"8280","sam4wong","guardian"
"8281","neilmckt","guardian"
"8282","WelcomeProject","guardian"
"8283","uk_immigration","guardian"
"8284","donflynnmrn","guardian"
"8285","UKVISAS","guardian"
"8286","BillWilliams01","guardian"
"8287","RiminiFuturo","guardian"
"8288","amine_ouazad","guardian"
"8289","PrinceofSydney","guardian"
"8290","Julian0Bro","guardian"
"8291","matthewguard","guardian"
"8292","johannalwaters","guardian"
"8293","alicemuwu","guardian"
"8294","Aneasyvisaltd","guardian"
"8295","ColinYeo1","guardian"
"8296","derrihark","guardian"
"8297","mikecampbell3","guardian"
"8298","stamja","guardian"
"8299","BrodickStreet","guardian"
"8300","Hugodixon","guardian"
"8301","joshaw","guardian"
"8302","maryjac55579252","guardian"
"8303","GeogVC","guardian"
"8304","BillyPilgrimCAT","guardian"
"8305","akamalaccas1","guardian"
"8306","DiverselyDigi","guardian"
"8307","AndyPRG","guardian"
"8308","__theodora","guardian"
"8309","Janewimbledon","guardian"
"8310","adampipe","guardian"
"8311","Bordercrim","guardian"
"8312","gtinto","guardian"
"8313","CChawrun","guardian"
"8314","ipinewsplatform","guardian"
"8315","Jo_Sellick","guardian"
"8316","nunovalinhas","guardian"
"8317","OxfordMSS","guardian"
"8318","MartinShovel","guardian"
"8319","CarlHolding","guardian"
"8320","toirama","guardian"
"8321","annabonz8","guardian"
"8322","ONtvChannels","guardian"
"8323","MattMillecamps","guardian"
"8324","ChingunAnderson","guardian"
"8325","theoflokas","guardian"
"8326","ayca_cu","guardian"
"8327","Rod1015","guardian"
"8328","bobinvienne","guardian"
"8329","aristotle_k","guardian"
"8330","mobilitymuse","guardian"
"8331","saramo","guardian"
"8332","Beyond_Youth","guardian"
"8333","fonseca_pinto","guardian"
"8334","leepster","guardian"
"8335","marnyrequa","guardian"
"8336","LitszenGrant","guardian"
"8337","yrotitna","guardian"
"8338","GPHEBY","guardian"
"8339","9365","guardian"
"8340","janet_ewan","guardian"
"8341","migrationscot","guardian"
"8342","FlickAllen0","guardian"
"8343","thegrugq","guardian"
"8344","GrandadSocks","guardian"
"8345","Orgetorix","guardian"
"8346","AndrewBrindle2","guardian"
"8347","w_nicht","guardian"
"8348","UKVISAS","guardian"
"8349","Thabet_UAE","guardian"
"8350","Jec100e","guardian"
"8351","everton_de_leon","guardian"
"8352","BaumanInstitute","guardian"
"8353","skoladave","guardian"
"8354","Cryton","guardian"
"8355","indecensacadem","guardian"
"8356","israel_dehesa","guardian"
"8357","susansviews","guardian"
"8358","MartinShovel","guardian"
"8359","wordsworkout","guardian"
"8360","Kevinthecoach","guardian"
"8361","SandyCally","guardian"
"8362","ColinYeo1","guardian"
"8363","fleming77","guardian"
"8364","europublishing","guardian"
"8365","markwachira","guardian"
"8366","Mrs_IrmyProsser","guardian"
"8367","Utiliwood","guardian"
"8368","myriad_datum","guardian"
"8369","SKrishnaratne","guardian"
"8370","Devi636","guardian"
"8371","Mr4thor","guardian"
"8372","itsmotherswork","guardian"
"8373","juhasaarinen","guardian"
"8374","Karl_D_John","guardian"
"8375","britishfuture","guardian"
"8376","SpanishPablo","guardian"
"8377","adampipe","guardian"
"8378","yesong91","guardian"
"8379","alantravis40","guardian"
"8380","stinginthetail","guardian"
"8381","HJT_Training","guardian"
"8382","ThePIENews","guardian"
"8383","yateley7","guardian"
"8384","ostercywriter","guardian"
"8385","drjavafox","guardian"
"8386","FlynnUSVisaLaw","guardian"
"8387","VincentAven","guardian"
"8388","havantacluOTMP","guardian"
"8389","torysmasher","guardian"
"8390","DaveHenniker","guardian"
"8391","GrahamScambler","guardian"
"8392","TheHistoryWoman","guardian"
"8393","APPGMigration","guardian"
"8394","oxfordgirl","guardian"
"8395","NewFuturesRec","guardian"
"8396","sashasimic","guardian"
"8397","joyceproblems","guardian"
"8398","ErrorFourOThree","guardian"
"8399","SusanAnnSchofie","guardian"
"8400","albisulph","guardian"
"8401","MaggieRafalowic","guardian"
"8402","jmbriscoe","guardian"
"8403","philiplewis787","guardian"
"8404","karldjohn","guardian"
"8405","agreeninn","guardian"
"8406","UkImmigMagazine","guardian"
"8407","Camz99","guardian"
"8408","deaepleicester","guardian"
"8409","TahirMirza01","guardian"
"8410","yourhumanright","guardian"
"8411","KCToffee","guardian"
"8412","YesImAshley","guardian"
"8413","vernebruce","guardian"
"8414","TopTVCameraman","guardian"
"8415","OyeMaria","guardian"
"8416","saramo","guardian"
"8417","dianabrighouse","guardian"
"8418","migrationwatch","guardian"
"8419","Weegiewarbler","guardian"
"8420","bilbocroft","guardian"
"8421","TurnbullRuther","guardian"
"8422","ThomasRiceSmyth","guardian"
"8423","pierre2pierre","guardian"
"8424","CathyWood55","guardian"
"8425","DagKifle","guardian"
"8426","RobBlack74","guardian"
"8427","NeilPyper","guardian"
"8428","minniestacey","guardian"
"8429","NICEMNI","guardian"
"8430","GSunita","guardian"
"8431","bkamatya","guardian"
"8432","Cardwell_PJ","guardian"
"8433","tweethead","guardian"
"8434","FrancescoBlotto","guardian"
"8435","_LauCiocan","guardian"
"8436","immsollawyers","guardian"
"8437","WISE16","guardian"
"8438","Wonkypolicywonk","guardian"
"8439","mirnalavado","guardian"
"8440","fleming77","guardian"
"8441","Pniemenmaa","guardian"
"8442","NickCrosby","guardian"
"8443","Robfm","guardian"
"8444","guymannesabbott","guardian"
"8445","msHamadani","guardian"
"8446","Corbeau15","guardian"
"8447","MFrancoisCerrah","guardian"
"8448","LSEEurocrisis","guardian"
"8449","Entrepreneurix","guardian"
"8450","SDVisitors","guardian"
"8451","raceequality","guardian"
"8452","BritbyDescent","guardian"
"8453","AlbertoMuggeo","guardian"
"8454","FrancescoBlotto","guardian"
"8455","CeschiReto","guardian"
"8456","blondiesa","guardian"
"8457","JamesLuchte","guardian"
"8458","Avitusparta","guardian"
"8459","lodgersite","guardian"
"8460","LG_Sandra","guardian"
"8461","DearsonWinyard","guardian"
"8462","immsollawyers","guardian"
"8463","AlicjaTaiPawb","guardian"
"8464","Pkakooza","guardian"
"8465","int_advice","guardian"
"8466","eye_on_Islam","guardian"
"8479","ipasho","guardianVile"
"8480","manwithmessage","guardianWhat"
"8481","AryehsSharings","guardian_co_uk"
"8482","transaway","guardian_sport"
"8483","Duarte_RV","guardiandata"
"8484","FionaMUnderwood","guardianeco"
"8485","ladybie11","guardianlittle"
"8486","KevinMinott","guardiannews"
"8487","KevinMinott","guardiannews"
"8488","billymac1964","guardiannews"
"8489","jawwaad94","guardiannews"
"8490","LucyBaileyUK","guardiannews"
"8491","NottsPolitics","guardiannews"
"8492","b7gfr8n","guardiannews"
"8493","DaveMedlo","guardiannews"
"8494","ChuckDalldorf","guardiannews"
"8495","_edouglas","guardiannews"
"8496","88_Chords","guardiannews"
"8497","TobiasParallel","guardiannews"
"8498","scotscotscot","guardiannews"
"8499","bennewong","guardiannews"
"8500","zaraloveaudio","guardiannews"
"8501","lahnabee","guardianworld"
"8502","willmill82","gwalker1312"
"8504","Bruno_Lids","ha_rrys"
"8505","TeonaCz","hakbuyuk"
"8506","ann_drea195","hanfordsentinel"
"8507","dhartnettcsw","hardball"
"8508","Hatfulofhistory","hatfulofhistory"
"8509","Hatfulofhistory","hatfulofhistory"
"8510","Hatfulofhistory","hatfulofhistory"
"8511","Hatfulofhistory","hatfulofhistory"
"8512","Hatfulofhistory","hatfulofhistory"
"8513","Hatfulofhistory","hatfulofhistory"
"8514","fathimathleena5","haveeru"
"8517","NaijaHistory","heraldscotland"
"8518","adriantoca","hopbin"
"8519","bigaggiemac","hopbin"
"8520","AiraHates","hopia_buko"
"8521","MPeale","hotairblog"
"8522","en4ei","hrbullets"
"8523","SwetangJoshi","hrmagazine"
"8524","DefinitiveUK","hrreview"
"8525","MullingKintyre","hsnewsbreak"
"8526","kashi_pharmacis","hsnewsbreak"
"8527","DrMadhuSatsangi","hsnewsbreak"
"8528","DearsonWinyard","hsnewsbreak"
"8529","taxghirl","hsnewsbreak"
"8530","gerrymooney60","hsnewsbreak"
"8531","lordofthemoon","hsnewsbreak"
"8532","syneidesys","hsnewsbreak"
"8533","highbg","hsnewsbreak"
"8534","SLATUKIP","hsnewsbreak"
"8535","Spock_Thornaby","hsnewsbreak"
"8536","DrMawjee","huffpostUK"
"8537","DrMawjee","huffpostUK"
"8538","DrMawjee","huffpostUK"
"8539","DrMawjee","huffpostUK"
"8540","DrMawjee","huffpostUK"
"8541","DrMawjee","huffpostUK"
"8542","DrMawjee","huffpostUK"
"8543","DrMawjee","huffpostUK"
"8544","abhinavimmi","hydvisa"
"8545","moonexpt","hydvisa"
"8546","exankit","hydvisa"
"8547","abhinavimmi","hydvisa"
"8548","exankit","hydvisa"
"8549","exankit","hydvisa"
"8550","exankit","hydvisa"
"8551","aankitchkt","hydvisa"
"8552","ankitchkt","hydvisa"
"8553","iActualizado","iActualizado"
"8554","Lankyman90","iafricabusiness"
"8555","octojon","iainmbrown"
"8556","PaulFraserWebb","iamamro"
"8557","ovationchris","iamamro"
"8558","AlexCartwrightO","iammissmary"
"8559","OrfordFishermen","ian_beckett"
"8560","davidc7","ianbirrell"
"8561","mmechomski","iankatz1000"
"8562","Colvinius","iankatz1000"
"8563","WSieciOpinii","iankatz1000"
"8564","NicTrades","ibexsalad"
"8565","ZutPetula","ibnezra"
"8566","GSFNetwork","ibnlive"
"8567","HinduPatriot","ibnlive"
"8568","rajenitin95","ibnlive"
"8569","coolfunnytshirt","ibnlive"
"8570","45Ankushrana","ibnlive"
"8571","jsp293","ibnlive"
"8572","SoulInExile","ibnlive"
"8573","Jio4g","ibnlive"
"8574","sethiashish6","ibnlive"
"8575","masala_chaas","ibnlive"
"8576","HinduPatriot","ibnlive"
"8577","HinduPatriot","ibnlive"
"8578","ProudDilliwala","ibnlive"
"8579","HinduPatriot","ibnlive"
"8580","masala_chaas","ibnlive"
"8581","akrgopalan","ibnlive"
"8582","masala_chaas","ibnlive"
"8583","kishor6kumar","ibnlive"
"8584","itisdineshkumar","ibnlive"
"8585","Abhinav_Sejpal","ibnlive"
"8586","snair_in","ibnlive"
"8588","ttmharrison","icefmonitor"
"8589","FatimaTerol","icefmonitor"
"8590","ediply","icefmonitor"
"8591","Study_Group","icefmonitor"
"8592","rtinz","igbramsky"
"8593","CorshamResident","igeldard"
"8594","americasvoice","igorvolsky"
"8595","ilhamsyahputraa","ilhamsyahputraa"
"8596","sam4wong","ilonapin"
"8597","ricardonotes","ilwcom"
"8598","ricardonotes","ilwcom"
"8599","vdimchev","imgur"
"8600","DJack_Journo","imgur"
"8601","jonathanfryer","immigrationbot"
"8602","GlobalImmigrant","immigrationbot"
"8603","sam4wong","immigrationbot"
"8604","PSSRemovals","immigrationsa"
"8605","HeritageStudent","impactmagazine"
"8606","rodneyedwards","impartialrep"
"8607","BrianNolan1974","independent"
"8608","HLEThinkTank","independent"
"8609","Patrick_deBelen","indiegogo"
"8610","MiniAnastasia","indiegogoUK"
"8611","AmeNiji_","indra_papski"
"8612","JustInOttawa","ineedvisa"
"8613","JustInOttawa","ineedvisa"
"8614","LibDemInternat","ineurope2014"
"8615","GovPeterLesniak","ineurope2014"
"8616","doncaosdelanada","instapaper"
"8617","NickyPatterson","instapaper"
"8618","mukulsehra","inxerolive"
"8619","jo6ka1","irinnews"
"8620","jo6ka1","irinnews"
"8621","ESRC","iseressex"
"8622","sam4wong","itn"
"8623","JaneedM","itn"
"8624","semprecontro","itsmenanice"
"8625","Squirrelbasket","itsmotherswork"
"8626","ImmgtnAdviceSvc","itvnews"
"8627","PurbeckPashmina","itvnews"
"8628","ImmgtnAdviceSvc","itvnews"
"8629","IanDewar1","itvnews"
"8630","emsar7","itvnews"
"8631","KRTpro_News","itvnews"
"8632","sam4wong","itvnews"
"8633","sam4wong","itvnews"
"8634","pangallion","itvnews"
"8635","iuforc","iuforc"
"8636","VALLERIAN3","ivanrioufol"
"8637","RuthStivey","jackaldwinckle"
"8638","SMFRecords","jackseale"
"8639","JennaLHennebry","jadaliyya"
"8640","jajadd_diansyah","jajadd_diansyah"
"8641","USVeteran2","jamaicaobserver"
"8642","the_JHF","jamaicastar"
"8643","amyinthedesert","jamesdenselow"
"8644","2tweetaboutit","jamesoxby"
"8645","Little_Cossack","jamesoxby"
"8646","2tweetaboutit","jamesoxby8h"
"8647","mattapuzzo","jamesrbuk"
"8650","gsiskind","jdforward"
"8651","leftoutside","jdportes"
"8652","alexcobham","jdportes"
"8653","MnWthtQualities","jdportes"
"8654","CarovonMX","jdportes"
"8655","globalnation","jedibunny"
"8656","helenpidd","jeevanvasagar"
"8657","Jellson","jellson"
"8658","AvenueStory","jellson"
"8659","sam4wong","jeremycorbyn"
"8660","MigrantVoiceUK","jeremycorbyn"
"8661","smbourzac","jerrychen"
"8662","Dalkymz","jeywat"
"8663","vallie","jilevin"
"8664","Kat4Obama","jimenezlaura"
"8665","Smythlanguage","jimwaterson"
"8666","DanielRidsdale","jimwaterson"
"8667","ok_anne","jimwaterson"
"8668","nicksiobhan","jimwaterson"
"8669","Meaks","jimwaterson"
"8670","JulianPetley","jimwaterson"
"8671","JaneSpeakman1","jimwaterson"
"8672","MigrantWorker1","jimwaterson"
"8673","almondmik","jimwaterson"
"8674","tomdotcom1","jimwaterson"
"8675","SueLukes","jimwaterson"
"8676","SLATUKIP","jimwaterson"
"8677","JoTurkishWeekly","joTurkishWeekly"
"8678","Natlyt","joTurkishWeekly"
"8679","CRinQC","jodikyman"
"8680","MdlMurray","joewmiller"
"8681","bigBucksCo","joewmiller"
"8682","andybolton","johnb78"
"8683","johnjackson5","johnjackson5"
"8684","TonyHTonyH","johnjackson5"
"8685","basilfarooqi","johnkeithhart"
"8686","JulesVanNiel","johnrentoul"
"8687","FrancAguilera","johnrentoul"
"8688","eurocrat","johnrentoul"
"8689","JessicaSproxton","johnrentoul"
"8690","2014Europarl","johnrentoul"
"8691","BusinessZone","jonathanlea"
"8692","clickabic","jonesybubba"
"8693","NYSNewAmericans","jorgeimontalvo"
"8694","alterego27","jorgeramosnews"
"8695","notiven","jorgeramosnews"
"8696","notiven","jorgeramosnews"
"8697","LanaGrunfeld","josephjett"
"8698","DHandley2","josephjett"
"8699","LanaGrunfeld","josephjett"
"8700","LanaGrunfeld","josephjett"
"8701","aandreavitch","josephjett"
"8702","BiancaSavonrola","josephjett"
"8703","BiancaSavonrola","josephjett"
"8704","josephjett","josephjett"
"8705","SimonT_Space","josephwillits"
"8706","AIForums","jspady"
"8707","Juanjulio26","juanjulio26"
"8708","Juanjulio26","juanjulio26"
"8709","ChrisHavergalCN","julianhuppert"
"8710","leora1987","julie4nw"
"8711","FuzzCookies","justitia_s"
"8712","Kavash","kachwanya"
"8713","tabithajessie","karellind"
"8715","pwolgin","karthickr"
"8716","Staircase2","kategilson"
"8717","anjamd","kausmickey"
"8720","Yyadiloh","kenanmalik"
"8721","mrianleslie","kenanmalik"
"8722","GarethBebb","kenanmalik"
"8723","glykosymoritis","kenanmalik"
"8724","DaveSuez","kenolende"
"8725","paul13usa","kgbt"
"8726","NadiaKGBT","kgbt"
"8727","joKYUte","kikiikyu"
"8729","pperrin","kingkeyworth"
"8730","MattGlassDarkly","kjv_bibles"
"8731","stefancrisan","kolekili"
"8732","komalalsr","komalalsr"
"8733","fahrihs","komalalsr"
"8734","Ali_Star","kortebortor"
"8735","CarstenVolkery","kosmopolit"
"8736","cristinabacalso","kotarski"
"8737","Multi_American","kpcc"
"8738","JesseSelf720","kpcc"
"8739","Multi_American","kpcc"
"8740","mikelecouteur","l_stone"
"8741","Branion","laborunionrpt"
"8742","NoSheds","labourlewis"
"8743","jonathanfryer","lakematt"
"8744","Erdalle","lalibrebe"
"8745","jassogne","lalibrebe"
"8746","FloVtr","lalibrebe"
"8747","CultureStrike","laloalcaraz"
"8748","TheHabsFan69","lapresseplus"
"8749","danyturcotte","lapresseplus"
"8750","glengyron","latikambourke"
"8751","marentesluis","latinorebels"
"8752","AngryLatino","latinorebels"
"8753","JuanSaaa","latinorebels"
"8754","LLERO_ONLINE","latinovoices"
"8755","kalhan","laurapitel"
"8756","Reading4Relief","lauriej170"
"8757","RedScareBot","lavatorywatch"
"8758","sam4wong","lawsocgazette"
"8759","sam4wong","lawsocgazette"
"8760","FordCarole","lbc973"
"8761","Shaanko1","lbc973"
"8762","Shaanko1","lbc973"
"8763","malcomx60","lbc973"
"8764","fcollomp","le_figaro"
"8765","sam4wong","leftfutures"
"8767","WikiGuido","lembitopik"
"8768","fonseca_pinto","lemondefr"
"8769","alni92","lemondefr"
"8770","pierrerosellini","lemondefr"
"8771","Yogialb","lemondefr"
"8772","pierrerosellini","lemondefr"
"8773","PhinouThailand","lemondefr"
"8774","AnneMbH","lemondefr"
"8775","Feltonmormon","lemondefr"
"8776","mongo0468","lemondefr"
"8777","mongo0468","lemondefr"
"8778","paulmgleeson","lemondefr"
"8779","BudGardenCentre","levenshulmeUK"
"8780","pat_saini","lexology"
"8781","rinusthoughts","lhammondsoas"
"8782","PetrelStormy","libcomorg"
"8783","spottymcgoo","libcomorg"
"8784","spottymcgoo","libcomorg"
"8785","jonathanfryer","libdemvoice"
"8786","GoodallGiles","libdemvoice"
"8787","AlanBullion","libdemvoice"
"8788","unemploymentmov","libdemvoice"
"8789","davidrichdavies","libdemvoice"
"8790","TimLeary75","libdemvoice"
"8791","GoodallGiles","libdemvoice"
"8792","MsElleSandberg","libdemvoice"
"8793","lakematt","libdemvoice"
"8794","MarcFanlac","liberation_info"
"8795","CBeauquis","liberation_info"
"8796","Bordercrim","libyaherald"
"8797","ItsMe_JADEY","lightninartist"
"8798","breakingsfnews","lilmikesf"
"8799","tatjanadanilo","lilyslynch"
"8800","Dagvokat","lindayueh"
"8801","Innovandiamo","littleark"
"8802","BarrettandWelsh","littleark"
"8803","NicoaroBooks","livechonews"
"8804","peter_woods","livechonews"
"8805","EliteExpat","livemint"
"8806","bp_201","livemint"
"8808","TeresasMisc","llanelli_riots"
"8809","LNTribune","lntribune"
"8810","cluballiances","loicsim"
"8811","StreetSmarts_NH","lonelyplanet"
"8812","nickcarthew","lordbonkers"
"8814","pdesautels7","lp_affaires"
"8815","jaclea","lp_lapresse"
"8816","ACT_Migration","lse_co_uk"
"8817","karldjohn","lse_co_uk"
"8819","duarte_vasco","lukadotnet"
"8820","simonlporter","lukeXsoftware"
"8821","ProfMESmith","lukeblackheath"
"8823","MarjorieJeffrey","lukemoon1"
"8824","TheRealPebo","lukerussert"
